V005,V012,V021,V023,V024,V025,V106,V190,V201,V212,V312,V511,V632,V701,V730,Respondent's Current Age,age_dif,age_dif_cat,Teenage Pregnancy (Age at 1st Birth),Contraceptive Use,contra_decision3
-0.14115329,0.46011627,-0.5911407,0.04108211,0.10975655,-0.0560108,-0.08342813,0.08232181,-0.16085266,0.46537635,0.19216086,-0.050334454,-0.062094763,-0.75181156,0.17027037,-0.7389648,-0.17988509,-0.35239866,-1.1286383,-0.9190155,-0.22110574
0.10092997,-0.9988064,-0.028281396,-0.104528256,-0.26551437,-0.13284628,0.20933506,0.10349556,-0.16756667,-0.4071606,0.29673773,-0.1777198,-0.036313582,-0.5714834,-0.01811926,0.45292473,0.25377527,-0.6822907,0.14409143,-0.90449697,-0.83359313
-0.04738991,0.37418872,-0.112072274,0.09505573,0.0012940123,-0.058486126,-0.0090082465,0.023391332,-0.1541338,-0.3059853,-0.6352398,-4.3768163,-0.066299215,-0.6515435,-0.23636225,-0.4800911,-0.44876835,-0.2066754,0.09994792,0.1783684,-0.88408995
-0.16710009,-0.94661015,0.28762,-0.039334185,-0.12186441,-0.040205166,-0.12046564,0.03459473,0.07783931,-0.38237196,0.20254068,0.172336,-0.5572521,-0.54824966,-0.25909942,0.4364329,0.04240237,-0.20570108,0.12169566,-0.9674152,0.08502214
-0.27184,0.45285606,0.66208714,-0.16749898,-0.23388933,-0.064830855,-0.15984616,-0.15884371,-0.101212144,-0.4588373,-0.9249993,-0.1761431,-0.007886544,-0.39169124,0.17559579,-0.6036958,-0.0148349125,-0.5183298,0.186452,0.27135816,-0.17806783
-0.19903415,-0.60979676,-0.28848013,0.005253351,-0.042061657,0.08909991,0.0466132,0.0706431,-0.09235046,-0.4689769,0.30894893,-0.17601717,-0.14894746,-0.38611144,0.25319856,0.09699299,0.04972477,-0.5881528,0.1428106,-0.85834396,-0.122535266
-0.3085342,-0.71858746,-0.34138137,0.00010441586,0.023957543,-0.039354157,0.025968665,0.048630256,0.44620177,0.095710374,-0.76474893,-0.12404235,-0.6459197,-0.7035266,0.22149745,0.42281175,-0.0138407415,-0.45317906,-0.9038641,0.25338182,-0.04406978
-0.33016548,-0.1094096,0.15706351,-0.11259675,-0.31885642,0.07749973,-0.41523883,-0.56688386,0.022599954,-0.67871845,0.1401374,0.0036757865,-0.03913574,-0.7730355,0.09561759,0.06856116,-0.1687166,-0.5614538,0.1500017,-0.8035701,-0.22151951
0.040682074,-0.81735647,-0.24576242,-0.11784439,-0.18354633,-0.068442196,-0.28077483,-0.020029841,0.2950706,0.21092758,-0.5692729,-4.6013803,-0.0004436653,-0.53274536,-0.36276174,0.3786845,-0.6531191,-0.11404576,-0.62287074,0.18151964,-0.67875135
-0.20777045,-0.99300325,-0.13988271,0.02377402,-0.02429425,0.11381829,-0.18363269,-0.14347352,0.31814736,0.13514157,0.28060478,0.10587533,-0.031643506,-0.49347916,-0.24787343,0.4466899,-0.34007895,-0.2334154,-0.8008999,-1.1838906,-0.2629205
0.077888735,0.35376087,-0.12444216,-0.1333321,-0.1243206,-0.08395146,-0.07753509,-0.0008464409,-0.0013482634,0.27933985,-0.62463814,-4.539507,-0.038322452,-0.5721572,-0.31434697,-0.42110354,-0.45186287,-0.16283728,-0.674311,0.178922,-0.743631
0.124550715,0.42879206,0.012294164,-0.049314518,-0.27066344,0.12346326,-0.14568698,-0.42463955,-0.057084452,-0.5808204,-0.758979,-0.07658425,-0.025257701,-0.6772368,0.33819407,-0.58072287,-0.053014718,-0.42947328,0.21139139,0.22682455,-0.21571651
